Name,Location,Industries,Stages,Sectors
Relib Clean Tech Private Limited,"Ernakulam, Kerala, India",Green Technology,Validation,Clean Tech
Bizat Bifounder Private Limited,"Varanasi, Uttar Pradesh, India",IT Services,EarlyTraction,Others
Picxcale Technologies Private Limited,"Gurugram, Haryana, India",AI,Validation,Machine Learning
Rasyatva Foods (Opc) Private Limited,"Pune, Maharashtra, India",Food & Beverages,Scaling,Food Processing
Cognitra Solutions Private Limited,"Bengaluru Urban, Karnataka, India",AI,Prototype,Machine Learning
Gurur Agro Fed Farmer Producer Company Limited,"Durg, Chhattisgarh, India",Agriculture,Validation,Food Processing
Grape Uav Private Limited,"Khordha, Odisha, India",Aeronautics Aerospace & Defence,Prototype,Drones
Desynkart Technologies Private Limited,"Kollam, Kerala, India",Architecture Interior Design,Prototype,Others
Zephor Innovations Private Limited,"Ranipet, Tamil Nadu, India",Waste Management,Prototype,Others
Agrim Intelligence Services Private Limited,"Mumbai Suburban, Maharashtra, India",AI,Prototype,NLP
Jericho Joy (Opc) Private Limited,"Karimnagar, Telangana, India",Technology Hardware,Prototype,Embedded
Skillama Llp,"Bengaluru, Karnataka, India",AI,EarlyTraction,NLP
Sivam Biohealth Systems Private Limited,"Kanchipuram, Tamil Nadu, India",Healthcare & Lifesciences,Prototype,Medical Devices Biomedical
Archi Solaris Private Limited,"Meerut, Uttar Pradesh, India",Construction,Prototype,Others
Xardent Technologies Private Limited,"Mumbai, Maharashtra, India",IT Services,EarlyTraction,IT Consulting
Millennia Aqua Llp,"Coimbatore, Tamil Nadu, India",Agriculture,Scaling,Fisheries
Opura Ai Private Limited,"Pune, Maharashtra, India",AI,Validation,Others
Eiwc Ipark Llp,"Hooghly, West Bengal, India",Transportation & Storage,EarlyTraction,Others
Runverve Private Limited,"Ranga Reddy, Telangana, India",Healthcare & Lifesciences,Prototype,Health & Wellness
Emyris Biolifesciences Private Limited,"Hyderabad, Telangana, India",Healthcare & Lifesciences,Validation,Pharmaceutical
Mira Wealth Ventures Private Limited,"Satara, Maharashtra, India",Construction,Prototype,Construction & Engineering
Pantryvue Kitchen Solutions Private Limited,"Bengaluru Urban, Karnataka, India",Technology Hardware,Validation,Manufacturing
Mtag Industries Private Limited,"Visakhapatnam, Andhra Pradesh, India",Agriculture,EarlyTraction,Organic Agriculture
Briteblue Pharmaceuticals (Opc) Private Limited,"Tiruvarur, Tamil Nadu, India",Healthcare & Lifesciences,Validation,Pharmaceutical
Aert Solutions Llp,"Satara, Maharashtra, India",Green Technology,Prototype,Clean Tech
Litx Biz Solutions Private Limited,"Hyderabad, Telangana, India",AI,Prototype,Machine Learning
City Event Dynamics Private Limited,"Shajapur, Madhya Pradesh, India",IT Services,EarlyTraction,Product Development
Baecb Hill's (Opc) Private Limited,"Jehanabad, Bihar, India",Travel & Tourism,Prototype,Others
Thinkers Stemhub Llp,"Ernakulam, Kerala, India",IT Services,Prototype,IT Consulting
Celestialfuels Private Limited,"Kanchipuram, Tamil Nadu, India",Green Technology,Prototype,Clean Tech
Nsantronics (Opc) Private Limited,"Ranga Reddy, Telangana, India",Technology Hardware,Prototype,Electronics
Payora Vantage Services Private Limited,"Mumbai, Maharashtra, India",Finance Technology,Validation,Others
Nodhive Private Limited,"North Delhi, Delhi, India",IT Services,EarlyTraction,IT Consulting
Kvr Info Solutions Private Limited,"Prakasam, Andhra Pradesh, India",IT Services,Prototype,Others
Opalminds It Solutions Private Limited,"Tiruchirappalli, Tamil Nadu, India",IT Services,Validation,Product Development
Interiorzifa Private Limited,"Moradabad, Uttar Pradesh, India",Construction,Validation,Others
Master Research And Development Institute Llp,"Surat, Gujarat, India",Education,Prototype,Skill Development
Vq Ware Private Limited,"Ernakulam, Kerala, India",Construction,EarlyTraction,Construction Supplies & Fixtures
Ihts Solution Private Limited,"Ernakulam, Kerala, India",Security Solutions,Scaling,Others
Piscicare Private Limited,"Khordha, Odisha, India",Agriculture,Prototype,Fisheries
Oikonomikai Technologies Private Limited,"Noida, Uttar Pradesh, India",IT Services,EarlyTraction,IT Consulting
Bioxplore Hygiene And Wellness Private Limited,"Navi Mumbai, Maharashtra, India",Healthcare & Lifesciences,EarlyTraction,Health & Wellness
Deneb Algedi Llp,"Pune, Maharashtra, India",Human Resources,Prototype,Others
Shivneri Express Llp,"Vadodara, Gujarat, India",Automotive,Scaling,Electric Vehicles
Genrius Ai Private Limited,"Gwalior, Madhya Pradesh, India",AI,Prototype,Machine Learning
Rupatmak Infra (Opc) Private Limited,"Jabalpur, Madhya Pradesh, India",Construction,Validation,Homebuilding
Filtera Global Private Limited,"Hassan, Karnataka, India",Food & Beverages,Prototype,Food Technology/Food Delivery
Technified Private Limited,"South West Delhi, Delhi, India",Enterprise Software,EarlyTraction,Collaboration
Adsmunch Private Limited,"Meerut, Uttar Pradesh, India",Advertising,Validation,AdTech
Edubrahma Innovations Private Limited,"Chandigarh, Chandigarh, India",Education,Prototype,Education Technology
Orbitmitra Technologies Private Limited,"Madanapalle, Andhra Pradesh, India",Education,Validation,Education Technology
Smart-Bond Chemicals Private Limited,"Jaipur, Rajasthan, India",Chemicals,Scaling,Specialty Chemicals
Switch Electric Private Limited,"Srinagar, Jammu and Kashmir, India",Green Technology,EarlyTraction,Clean Tech
Incarna Mode India Llp,"Mumbai Suburban, Maharashtra, India",Renewable Energy,Validation,Renewable Solar Energy
Pragmatiq Systems Private Limited,"Ranga Reddy, Telangana, India",Enterprise Software,Scaling,Others
Shyama Ai Llp,"Hyderabad, Telangana, India",AI,Scaling,Machine Learning
Shreefal Suppliers Llp,"Sagar, Madhya Pradesh, India",Construction,Prototype,Construction Materials
Hire Medicoz,"Kollam, Kerala, India",Healthcare & Lifesciences,Prototype,Healthcare Services
Harshill Endeavours Llp,"Jaipur, Rajasthan, India",Food & Beverages,Validation,Others
Arigen Biotech Private Limited,"Aurangabad, Maharashtra, India",Biotechnology,Validation,Others
Omni Metrics Llp,"Bengaluru Urban, Karnataka, India",Professional & Commercial Services,Prototype,Professional Information Services
Feelwood Stacko Fly Llp,"Gandhinagar, Gujarat, India",Green Technology,EarlyTraction,Waste Management
Collegeking.Com,"Ongole, Andhra Pradesh, India",Education,EarlyTraction,Education Technology
Ohrayatech Private Limited,"Bengaluru Urban, Karnataka, India",Advertising,Validation,AdTech
Viriksham Wellness Private Limited,"Chennai, Tamil Nadu, India",Healthcare & Lifesciences,EarlyTraction,Health & Wellness
Udeep Organic Private Limited,"Indore, Madhya Pradesh, India",Healthcare & Lifesciences,Scaling,Health & Wellness
Arshavita Enterprises (Opc) Private Limited,"Seraikela Kharsawan, Jharkhand, India",Construction,Prototype,Construction & Engineering
Conceptgood Technologies Llp,"Pune, Maharashtra, India",Education,Validation,Others
Ushvino Technologies And Consulting Private Limited,"Pune, Maharashtra, India",Finance Technology,Prototype,Personal Finance
Nextgen Powerbuild Private Limited,"Vaishali, Bihar, India",Construction,Prototype,Construction & Engineering
Adherio Consulting Private Limited,"Bengaluru Urban, Karnataka, India",Professional & Commercial Services,EarlyTraction,Business Support Services
Ayubio Lifesciences Private Limited,"Mumbai Suburban, Maharashtra, India",Biotechnology,Prototype,Others
Rakarts Solutions Private Limited,"Bengaluru Urban, Karnataka, India",IT Services,Validation,Application Development
Avyakti Technnovations Llp,"Bhubaneswar, Odisha, India",Human Resources,Validation,Training
KADARIS SOFTWARE SERVICES PRIVATE LIMITED,"Visakhapatnam, Andhra Pradesh, India",IT Services,Prototype,Others
SAFAL SERVICES,"Mehsana, Gujarat, India",Human Resources,Prototype,Others
PAHAL RENEWABLE ENERGY LLP,"Surat, Gujarat, India",Renewable Energy,Scaling,Renewable Solar Energy
HWRS LIFE E-COMMERCE MARKETING PRIVATE LIMITED,"New Delhi, Delhi, India",Food & Beverages,Prototype,Food Processing
Aham Perfumery Private Limited,"Rohtak, Haryana, India",Other Specialty Retailers,Validation,Home Furnishings Retailers
KEYVO INNOVATIONS PRIVATE LIMITED,"Chandigarh, Chandigarh, India",Security Solutions,Prototype,Home Security solutions
NIRVPAY FINTECH PRIVATE LIMITED,"Hyderabad, Telangana, India",IT Services,Prototype,Application Development
AADISIDDHA VENTURES PRIVATE LIMITED,"Raigad, Maharashtra, India",Food & Beverages,Validation,Others
NEXYUGA INNOVATIONS PRIVATE LIMITED,"Karur, Tamil Nadu, India",Education,EarlyTraction,Education Technology
TALENTLO GLOBAL PRIVATE LIMITED,"Lucknow, Uttar Pradesh, India",IT Services,Prototype,IT Consulting
DEVOIC SKILLTECH & CONSULTANCY PRIVATE LIMITED,"Satna, Madhya Pradesh, India",Education,Prototype,Education Technology
DENSEED AGROTECH PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Agriculture,Validation,Agri-Tech
VASUDAIKA VISIONARY SOLUTIONS PRIVATE LIMITED,"Krishna, Andhra Pradesh, India",IT Services,Prototype,Application Development
ARBIX AI SOLUTIONS PRIVATE LIMITED,"Ranga Reddy, Telangana, India",AI,Prototype,Machine Learning
SUS8AIN WORLD VENTURES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Green Technology,Prototype,Others
A1M SERVICES PRIVATE LIMITED,"Ghaziabad, Uttar Pradesh, India",Fashion,EarlyTraction,Lifestyle
NOVALEAP SERVICES PRIVATE LIMITED,"Kamrup Metro, Assam, India",Education,Validation,Skill Development
DRAWTECH INDUSTRIES,"Vadodara, Gujarat, India",Professional & Commercial Services,Validation,Business Support Supplies
MEGON TECHNOLOGIES INDIA PRIVATE LIMITED,"Kamrup Metro, Assam, India",Travel & Tourism,EarlyTraction,Facility Management
MMI PROJECTS PRIVATE LIMITED,"Sundargarh, Odisha, India",IT Services,Validation,Project Management
EASYHUMID,"Visakhapatnam, Andhra Pradesh, India",Sports,Prototype,Others
AYURA ESSENTIALS PRIVATE LIMITED,"Gautam Buddha Nagar, Uttar Pradesh, India",Healthcare & Lifesciences,Scaling,Others
DIPTRONICS ENTERPRISES (OPC) PRIVATE LIMITED,"Howrah, West Bengal, India",Professional & Commercial Services,Prototype,Business Support Services
UDYAAN LANDSCAPING PRIVATE LIMITED,"Amroha, Uttar Pradesh, India",Agriculture,EarlyTraction,Others
BLOODTASTY MOTION CRAFTS PRIVATE LIMITED,"Kanchipuram, Tamil Nadu, India",Media & Entertainment,EarlyTraction,Movies
PHIKONNECT SOLUTIONS LLP,"Pune, Maharashtra, India",IT Services,EarlyTraction,Application Development
S I DONUR CONSTRUCTION COMPANY,"Vijayapura, Karnataka, India",Construction,Prototype,Construction & Engineering
ARCHBRIDGE CAPITAL PRIVATE LIMITED,"Gurugram, Haryana, India",Finance Technology,EarlyTraction,Business Finance
DIVATE FINANCIAL ADVISORS (OPC) PRIVATE LIMITED,"Sangli, Maharashtra, India",Professional & Commercial Services,Scaling,Business Support Services
S R CHICKEN,"Nandyal, Andhra Pradesh, India",Food & Beverages,Scaling,Food Processing
CINESENTINEL PRIVATE LIMITED,"Kollam, Kerala, India",AI,Validation,Others
EDUQUEST KNOWLEDGE VENTURES LLP,"Medchal Malkajgiri, Telangana, India",Education,Prototype,E-learning
HIMARATNA NATURAL PRODUCTS,"Bengaluru, Karnataka, India",Healthcare & Lifesciences,Validation,Health & Wellness
BHASKARTRIVANTA VENTURES PRIVATE LIMITED,"Varanasi, Uttar Pradesh, India",IT Services,EarlyTraction,IT Management
MYCITYADSONLINE PRIVATE LIMITED,"Amritsar, Punjab, India",Advertising,EarlyTraction,Online Classified
YMINDS ARTIFICIAL INTELLIGENCE LLP,"Bengaluru Urban, Karnataka, India",IT Services,Validation,Product Development
LAINTHA EXPORT IMPORT PRIVATE LIMITED,"Mysuru, Karnataka, India",Technology Hardware,Prototype,3d printing
BROWNIE MEDIA,"Bengaluru Urban, Karnataka, India",Advertising,EarlyTraction,AdTech
SUCONTO AACF SERVICES LLP,"Coimbatore, Tamil Nadu, India",Green Technology,EarlyTraction,Others
PURNA GOLD JEWELS PRIVATE LIMITED,"Lucknow, Uttar Pradesh, India",Finance Technology,Prototype,Personal Finance
BHARATOMNI TECHNOLOGIES PRIVATE LIMITED,"Vadodara, Gujarat, India",IT Services,Validation,Product Development
ARTHA PLUS PRIVATE LIMITED,"Vadodara, Gujarat, India",Finance Technology,Validation,Others
WADHERA INDUSTRIES,"Bengaluru Urban, Karnataka, India",Events,EarlyTraction,Others
AEROSAFF FARMS LLP,"Vadodara, Gujarat, India",Agriculture,Validation,Horticulture
NATZAERO TECH PRIVATE LIMITED,"Kozhikode, Kerala, India",Aeronautics Aerospace & Defence,Prototype,Defence Equipment
REVITA AYURVEDA PRIVATE LIMITED,"Thiruvananthapuram, Kerala, India",Healthcare & Lifesciences,Validation,Health & Wellness
RAMVILAS BRUSH WORKS PRIVATE LIMITED,"Mumbai Suburban, Maharashtra, India",Agriculture,Scaling,Others
JIAWA PRIVATE LIMITED,"Jaipur, Rajasthan, India",House-Hold Services,Validation,Personal Care
ANANTRIX PRIVATE LIMITED,"Pune, Maharashtra, India",Education,Prototype,Others
VELVET VACATION PRIVATE LIMITED,"Meerut, Uttar Pradesh, India",Marketing,Validation,Sales
NARU TOFU ORGANICS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Agriculture,EarlyTraction,Food Processing
DESK TO DINE LINE PRIVATE LIMITED,"Meerut, Uttar Pradesh, India",Textiles & Apparel,EarlyTraction,Apparel & Accessories
PROPELARK TECHNOLOGIES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Aeronautics Aerospace & Defence,EarlyTraction,Aviation & Others
AZEINDA AGRI SOLUTION LLP,"Lucknow, Uttar Pradesh, India",Agriculture,Scaling,Others
SONAMTECH BUILDCON PRIVATE LIMITED,"Bhagalpur, Bihar, India",Construction,Scaling,Construction Materials
BAY-QQS EV PRIVATE LIMITED,"Anantnag, Jammu and Kashmir, India",Automotive,EarlyTraction,Electric Vehicles
PARAMHANS PROJECTS PRIVATE LIMITED,"North West Delhi, Delhi, India",Construction,EarlyTraction,Construction & Engineering
SOMIDEEP HEALTHCARE PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Services
GHGR SOLUTIONS PRIVATE LIMITED,"Vizianagaram, Andhra Pradesh, India",Waste Management,Prototype,Others
PhotonSilica,"Budaun, Uttar Pradesh, India",Nanotechnology,EarlyTraction,Others
ADVANCED FUNCTIONAL MATERIAL TECHNOLOGIES PRIVATE LIMITED,"Chandigarh, Chandigarh, India",Nanotechnology,EarlyTraction,Others
ELSH VENTURES LLP,"Lucknow, Uttar Pradesh, India",Food & Beverages,EarlyTraction,Others
CHRYSALIS CAMPTECH PRIVATE LIMITED,"Surat, Gujarat, India",Travel & Tourism,EarlyTraction,Others
STONEPINE VALLEY LLP,"Chumoukedima, Nagaland, India",Travel & Tourism,EarlyTraction,Hotel
PRAVAHAN ENGINEERING PRIVATE LIMITED,"Chennai, Tamil Nadu, India",Robotics,Validation,Robotics Technology
S L N TECHNOLOGIES,"Medchal Malkajgiri, Telangana, India",Agriculture,Validation,Agri-Tech
MARITERRO FOOD SOLUTIONS PRIVATE LIMITED,"Ernakulam, Kerala, India",Food & Beverages,EarlyTraction,Food Processing
INDUSTRYPRO SOLUTIONS LLP,"Ganganagar, Rajasthan, India",Technology Hardware,EarlyTraction,Electronics
MAKEMYWEBAPP TECH LLP,"Bengaluru Urban, Karnataka, India",IT Services,Prototype,Product Development
SRIPTO CORPORATION PRIVATE LIMITED,"East Godavari, Andhra Pradesh, India",AI,Validation,Others
HOUSE OF DHAPI PRIVATE LIMITED,"Jaipur, Rajasthan, India",Textiles & Apparel,Scaling,Apparel & Accessories
ENERVIBE BEVERAGES PRIVATE LIMITED,"South Eastdelhi, Delhi, India",Food & Beverages,Prototype,Others
NEXTKIND LOGIC PRIVATE LIMITED,"Bhopal, Madhya Pradesh, India",IT Services,Prototype,Product Development
KIRANAPRO SOFTWARE PRIVATE LIMITED,"Thrissur, Kerala, India",Retail,EarlyTraction,Retail Technology
NAUKARI EXPRESS INDIA (OPC) PRIVATE LIMITED,"North West Delhi, Delhi, India",Human Resources,Validation,Recruitment Jobs
DAYA SPECIALITY HOSPITAL LLP,"Malappuram, Kerala, India",Healthcare & Lifesciences,Prototype,Healthcare Services
SEVANTA FOODS PRIVATE LIMITED,"Hyderabad, Telangana, India",Food & Beverages,Prototype,Food Processing
TECHWISSEN ZONE PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Education,Validation,E-learning
MRIDULAS CONSULTANCY SERVICES PRIVATE LIMITED,"Mirzapur, Uttar Pradesh, India",Finance Technology,Scaling,Insurance
SURANA DIGITAL (OPC) PRIVATE LIMITED,"Jaipur, Rajasthan, India",AI,EarlyTraction,Others
GET INSPIRED OFFICIAL PRIVATE LIMITED,"Mumbai Suburban, Maharashtra, India",Other Specialty Retailers,Scaling,Others
ENTRA INNOVATIONS LLP,"Dharwad, Karnataka, India",Technology Hardware,Validation,Semiconductor
LEGAL SYNC,"South Delhi, Delhi, India",Professional & Commercial Services,EarlyTraction,Others
CHAITALI ENTERPRISES (OPC) PRIVATE LIMITED,"Raigad, Maharashtra, India",Telecommunication & Networking,Prototype,Network Technology Solutions
DIVYANTI DESIGNS LLP,"Gautam Buddha Nagar, Uttar Pradesh, India",Fashion,Validation,Apparel
ROTATUM MECHATRONICS PRIVATE LIMITED,"Hyderabad, Telangana, India",Robotics,Validation,Robotics Technology
ANGKITA FEEDS PRIVATE LIMITED,"Sibsagar, Assam, India",Agriculture,EarlyTraction,Food Processing
NEXT GENERATION ENTERPRISES,"Ratlam, Madhya Pradesh, India",Construction,Prototype,Construction & Engineering
SHREEJI PROTEINS,"Khargone, Madhya Pradesh, India",Agriculture,Validation,Food Processing
KOPPEX LIFE SCIENCES LLP,"Bengaluru Urban, Karnataka, India",Healthcare & Lifesciences,EarlyTraction,Biotechnology
MIDPILLER MUSIC SERVICES LLP,"Muzaffarnagar, Uttar Pradesh, India",Media & Entertainment,Validation,Digital Media
STARDOM BOOKS LLP,"Bengaluru Urban, Karnataka, India",Professional & Commercial Services,EarlyTraction,Others
GLOBEHACK TRIPS PRIVATE LIMITED,"Ernakulam, Kerala, India",Travel & Tourism,Prototype,Others
GURUKRUPA ENTERPRISE,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
ECURETRIP HEALTHTECH PRIVATE LIMITED,"Ahmedabad, Gujarat, India",Healthcare & Lifesciences,Validation,Health & Wellness
ALLER TECHNOLOGIES PRIVATE LIMITED,"Kalaburagi, Karnataka, India",IT Services,Validation,Web Development
DAKAH GLOBAL PRIVATE LIMITED,"Faridabad, Haryana, India",Finance Technology,Validation,Business Finance
SHAILIN FARMING SOLUTIONS PRIVATE LIMITED,"Dehradun, Uttarakhand, India",Agriculture,Scaling,Horticulture
IDREAMBIZ PRIVATE LIMITED,"Gautam Buddha Nagar, Uttar Pradesh, India",Enterprise Software,EarlyTraction,Others
SANVIOUS SYSTEM PRIVATE LIMITED,"Kanchipuram, Tamil Nadu, India",Technology Hardware,Validation,Electronics
PUJAKARO CONNECT PRIVATE LIMITED,"South Delhi, Delhi, India",Events,EarlyTraction,Others
QUEBE ENTERTAINMENT PRIVATE LIMITED,"Thiruvananthapuram, Kerala, India",Events,EarlyTraction,Event Management
ORGANIC EASTERN LLP,"Ernakulam, Kerala, India",Agriculture,Prototype,Food Processing
TLIFE PRIVATE LIMITED,"Bathinda, Punjab, India",Healthcare & Lifesciences,Prototype,Health & Wellness
NJ PRO TECH PRIVATE LIMITED,"Surat, Gujarat, India",Construction,Scaling,Construction & Engineering
WADAGERA AROGYA HEALTHCARE (OPC) PRIVATE LIMITED,"Yadgir, Karnataka, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Services
FINSORIX TECHNOLOGIES PRIVATE LIMITED,"Bhavnagar, Gujarat, India",Finance Technology,Prototype,Payment Platforms
SATGEO VINAYAK (OPC) PRIVATE LIMITED,"Jabalpur, Madhya Pradesh, India",Analytics,Validation,Data Science
ASHAB GROUP,"Amritsar, Punjab, India",Healthcare & Lifesciences,Validation,Health & Wellness
AGAUR HERITAGE DESIGNS PRIVATE LIMITED,"Kamrup Metro, Assam, India",Textiles & Apparel,EarlyTraction,Apparel & Accessories
OBSIDIANTENSORX LLP,"Bengaluru Urban, Karnataka, India",AI,EarlyTraction,Machine Learning
CULTLIV DIETANIC LLP,"Coimbatore, Tamil Nadu, India",Food & Beverages,Prototype,Food Processing
MANITEK VENTURES (OPC) PRIVATE LIMITED,"Baleswar, Odisha, India",IT Services,EarlyTraction,IT Management
P&V NATURALLZ LLP,"Hoshangabad, Madhya Pradesh, India",Agriculture,Validation,Others
INVRSE PRIVATE LIMITED,"Dehradun, Uttarakhand, India",AR VR (Augmented + Virtual Reality),Validation,Others
DHANUSH AI INNOVATION PRIVATE LIMITED,"Jaipur, Rajasthan, India",Aeronautics Aerospace & Defence,Prototype,Drones
SAKALYATEC PRIVATE LIMITED,"Kozhikode, Kerala, India",Healthcare & Lifesciences,Prototype,Healthcare Technology
URJAAKARMIC PRIVATE LIMITED,"Kolkata, West Bengal, India",Social Impact,Validation,Corporate Social Responsibility
REEZATHAN AERIAL AND ENERGY SYSTEMS PRIVATE LIMITED,"Medchal Malkajgiri, Telangana, India",Aeronautics Aerospace & Defence,Prototype,Drones
GLOWBARESKIN LUXE PRIVATE LIMITED,"Hyderabad, Telangana, India",Healthcare & Lifesciences,Validation,Health & Wellness
HARE KRISHNA FACILITY SERVICES,"Jabalpur, Madhya Pradesh, India",Human Resources,Validation,Others
SAARK GREEN TECH LLP,"Ahmedabad, Gujarat, India",Agriculture,Validation,Agri-Tech
ACCEVION PRIVATE LIMITED,"Kozhikode, Kerala, India",IT Services,Prototype,Product Development
SVIOK PRIVATE LIMITED,"Ernakulam, Kerala, India",IT Services,Prototype,Product Development
KRAZYBREW LABS (OPC) PRIVATE LIMITED,"Rampur, Uttar Pradesh, India",IT Services,Validation,Application Development
MINEDGE GLOBAL PRIVATE LIMITED,"Salem, Tamil Nadu, India",Professional & Commercial Services,EarlyTraction,Business Support Services
QUANTAGONAI TECHNOLOGIES PRIVATE LIMITED,"Vellore, Tamil Nadu, India",AI,Prototype,NLP
TRACKBACK MEDIA,"Gautam Buddha Nagar, Uttar Pradesh, India",Advertising,Scaling,Others
PLUGSCALE CONSULTING PRIVATE LIMITED,"Hyderabad, Telangana, India",Enterprise Software,Prototype,Others
XTrend Lab LLP,"Guwahati, Assam, India",Enterprise Software,Validation,Cloud
AARAMBH ENTERPRISES,"Guna, Madhya Pradesh, India",Agriculture,Prototype,Horticulture
ABHAY ENTERPRISE,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
NEWCAMP FINSERV PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Finance Technology,EarlyTraction,Personal Finance
GLOBALSPHERE MANAGEMENT SERVICES,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
SPHARAKA NETWORKS PRIVATE LIMITED,"Hyderabad, Telangana, India",IT Services,Prototype,Application Development
AADHYA MANAGEMENT,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
REALWIN TRANSPORT (OPC) PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Transportation & Storage,Validation,Freight & Logistics Services
AS13 TECH INNOVATIONS PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Security Solutions,Prototype,Cyber Security
Y K ENTERPRISE,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
AQNIX RESEARCH SOLUTIONS,"Gandhinagar, Gujarat, India",Healthcare & Lifesciences,EarlyTraction,Pharmaceutical
HAPTIX SOLUTIONS PRIVATE LIMITED,"Khordha, Odisha, India",IT Services,Validation,Product Development
INAUTICS TECH PRIVATE LIMITED,"Rohtak, Haryana, India",Robotics,Prototype,Robotics Application
TRACKIFY AERO PRIVATE LIMITED,"Faridabad, Haryana, India",Airport Operations,EarlyTraction,Others
SUMANTH INFRATECH,"Bengaluru Urban, Karnataka, India",Construction,Prototype,Construction & Engineering
ZISTRI TECHNOLOGIES PRIVATE LIMITED,"Gurugram, Haryana, India",Automotive,EarlyTraction,Others
ROAC27 TECHNOLOGIES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",AI,Prototype,NLP
VIJESHA IT SERVICES LLP,"Bengaluru, Karnataka, India",IT Services,EarlyTraction,IT Management
OMSORG SOLUTIONS,"Faridabad, Haryana, India",Pets & Animals,Validation,Others
ACCINZIA CONSULTING PRIVATE LIMITED,"Gautam Buddha Nagar, Uttar Pradesh, India",IT Services,Prototype,IT Consulting
AGASTYX LABS LLP,"Ernakulam, Kerala, India",Robotics,Prototype,Robotics Technology
Campaigneer Adconsultation Pvt Ltd,"South Delhi, Delhi, India",Advertising,Validation,AdTech
JSGB INDUSTRIES PRIVATE LIMITED,"Jalaun, Uttar Pradesh, India",Food & Beverages,Prototype,Others
V B BALLARI AND COMPANY,"Haveri, Karnataka, India",Construction,Prototype,Construction & Engineering
RETAILBANDHU TECHNOLOGY PRIVATE LIMITED,"Ghaziabad, Uttar Pradesh, India",Retail,Prototype,Retail Technology
ZESTORA FOODS LLP,"East Godavari, Andhra Pradesh, India",Food & Beverages,Validation,Food Processing
VARISH ENTERPRISE,"Mehsana, Gujarat, India",Professional & Commercial Services,EarlyTraction,Employment Services
SATYA SUPPORT SERVICES PRIVATE LIMITED,"Ahmedabad, Gujarat, India",IT Services,Prototype,Others
BLACK HAMMER WORKFORCE PRIVATE LIMITED,"Raigad, Maharashtra, India",Security Solutions,Prototype,Others
INFINITY360HEALTH PRIVATE LIMITED,"Ranga Reddy, Telangana, India",Healthcare & Lifesciences,EarlyTraction,Healthcare Services
DUSHMANT CONSTRUCTION,"Dhenkanal, Odisha, India",Waste Management,Prototype,Others
DEXARMOUR TECHNOLOGIES PRIVATE LIMITED,"Aurangabad, Maharashtra, India",Security Solutions,EarlyTraction,Cyber Security
UPAKRT SYSTEMS (OPC) PRIVATE LIMITED,"Kollam, Kerala, India",Food & Beverages,Prototype,Food Technology/Food Delivery
AY CONCEPTS PRIVATE LIMITED,"Sangli, Maharashtra, India",Education,EarlyTraction,Education Technology
LEGEND COFFEE BRAND PRIVATE LIMITED,"South Delhi, Delhi, India",Food & Beverages,Scaling,Restaurants
DURA SOLAR ENERGY INDIA PRIVATE LIMITED,"Pune, Maharashtra, India",Renewable Energy,Validation,Renewable Solar Energy
ADMINGLOVES PRIVATE LIMITED,"Ranga Reddy, Telangana, India",IT Services,Validation,Product Development
MOBICLOUD INFOTECH PRIVATE LIMITED,"Pune, Maharashtra, India",IT Services,Validation,Product Development
SERNION TECHNOLOGIES PRIVATE LIMITED,"Medinipur, West Bengal, India",AI,Validation,Others
BRAINSPARKCOGNIFY LLP,"Pune, Maharashtra, India",Healthcare & Lifesciences,Validation,Health & Wellness
YOGKSHEM FINANCIAL SERVICES PRIVATE LIMITED,"Bhopal, Madhya Pradesh, India",Finance Technology,Validation,Others
UNI BUSINESS SOLUTIONS PRIVATE LIMITED,"Ghaziabad, Uttar Pradesh, India",Professional & Commercial Services,Scaling,Professional Information Services
GLOWBOOK INDIA PRIVATE LIMITED,"Nagaon, Assam, India",IT Services,Prototype,Application Development
Exam AI Private Limited,"Thane, Maharashtra, India",Education,EarlyTraction,Education Technology
EIGHTPOPX TECHNOLOGIES PRIVATE LIMITED,"Bengaluru Urban, Karnataka, India",Finance Technology,Prototype,Others
LINEVOLT INNOVATIONS INDIA PRIVATE LIMITED,"Kolkata, West Bengal, India",Renewable Energy,Validation,Manufacture of Electrical Equipment
KALYANI CONSTRUCTIONS,"East Godavari, Andhra Pradesh, India",Construction,Scaling,Construction & Engineering
